"UC Gill Tract Weather Station"
"12/18/23 12:00 AM : 6 Month"
"","","","","","","","","","","","","","","","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower","Gill Tract Tower"
"1/20/24 9:00 PM","54","54","54","90","90","90","51","52","54","54","29.78","29.78","29.78","29.75","55","55","55","84","84","83","50","50","50","52","52","52","0","SSW","SSW","0.1","2","S","55","55","54","0.00","55","54","55","54","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.105","0.000"
"1/20/24 9:15 PM","54","54","54","90","90","90","51","52","54","54","29.78","29.78","29.78","29.75","55","55","54","86","86","84","50","50","50","52","52","52","0","E","ENE","0.1","4","E","54","54","54","--","55","54","55","54","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.108","0.000"
"1/20/24 9:30 PM","54","54","54","90","90","90","51","52","54","54","29.78","29.78","29.78","29.75","54","54","54","87","87","86","51","51","50","52","52","52","0","SSW","SE","0.1","2","SSW","54","54","54","--","54","54","54","54","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.110","0.000"
"1/20/24 9:45 PM","54","54","54","90","90","90","51","52","54","54","29.79","29.79","29.78","29.75","54","55","54","87","87","87","51","51","50","52","52","52","1","SSE","SSE","0.2","6","S","54","54","54","--","54","54","54","54","52","52","52","0.01","0.01","0","0","0.00","0","0","0.0","0.109","0.000"
"1/20/24 10:00 PM","54","54","54","91","91","90","51","52","54","54","29.79","29.79","29.79","29.75","54","55","54","88","88","86","51","51","51","52","52","52","0","ENE","E","0.1","4","SSE","54","54","54","0.00","54","54","54","54","52","52","52","0.00","0.01","0","0","0.00","0","0","0.0","0.110","0.000"
"1/20/24 10:15 PM","54","54","54","91","91","91","51","52","54","54","29.79","29.79","29.79","29.75","54","54","54","89","89","88","51","51","51","52","52","52","1","SE","SE","0.2","3","SE","54","54","54","--","54","54","54","54","51","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.113","0.000"
"1/20/24 10:30 PM","54","54","54","91","91","91","51","52","54","54","29.79","29.79","29.79","29.75","54","54","54","90","90","89","51","51","51","52","52","52","1","ESE","ESE","0.2","5","SSE","54","54","54","--","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.117","0.000"
"1/20/24 10:45 PM","54","54","54","91","91","91","51","52","54","54","29.79","29.79","29.78","29.75","54","54","54","90","90","90","51","51","51","52","52","52","1","E","ESE","0.2","6","NE","54","54","54","--","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.118","0.000"
"1/20/24 11:00 PM","54","54","54","91","91","91","51","52","54","54","29.79","29.79","29.79","29.75","54","54","54","90","90","89","51","51","51","52","52","52","0","SSW","S","0.1","2","E","54","54","54","0.00","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.118","0.000"
"1/20/24 11:15 PM","54","54","54","92","92","91","51","52","54","54","29.79","29.79","29.79","29.76","54","54","54","90","90","89","51","51","51","52","52","52","0","ESE","SSE","0.1","4","SSW","54","54","54","--","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.117","0.000"
"1/20/24 11:30 PM","54","54","54","92","92","91","51","52","54","54","29.80","29.80","29.79","29.76","54","54","54","90","90","90","51","51","51","52","52","52","1","S","S","0.2","5","SSW","54","54","54","--","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.118","0.000"
"1/20/24 11:45 PM","54","54","54","92","92","92","51","52","54","54","29.80","29.80","29.80","29.76","54","54","53","92","92","90","51","51","51","52","52","52","1","S","S","0.2","4","SSE","53","53","53","--","54","53","54","53","51","51","51","0.02","0.13","0","0","0.00","0","0","0.0","0.120","0.000"
"1/21/24 12:00 AM","54","54","54","92","92","92","51","52","54","54","29.80","29.80","29.80","29.76","53","53","53","93","93","92","51","51","51","52","52","52","0","E","ESE","0.1","3","ENE","53","53","53","0.00","53","53","53","53","50","51","50","0.01","0.11","0","0","0.00","0","0","0.0","0.123","0.000"
"1/21/24 12:15 AM","54","54","54","92","92","92","51","52","54","54","29.80","29.80","29.79","29.76","53","53","53","93","93","93","51","51","51","52","52","52","0","ESE","E","0.1","2","E","53","53","53","--","53","53","53","53","51","51","50","0.00","0.05","0","0","0.00","0","0","0.0","0.124","0.000"
"1/21/24 12:30 AM","53","54","53","92","92","92","51","52","54","54","29.80","29.80","29.79","29.76","53","53","53","93","93","93","51","51","51","52","52","52","0","ESE","SE","0.0","2","E","53","53","53","--","53","53","53","53","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.124","0.000"
"1/21/24 12:45 AM","53","53","53","93","93","92","51","52","54","54","29.80","29.80","29.80","29.76","53","53","53","92","92","92","51","51","51","52","52","52","1","ESE","E","0.2","4","ESE","53","53","54","--","54","54","54","53","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.122","0.000"
"1/21/24 1:00 AM","53","53","53","93","93","93","51","52","54","54","29.79","29.80","29.79","29.76","53","53","53","92","92","92","51","51","51","52","52","52","0","E","E","0.1","4","E","53","53","54","0.00","54","54","54","54","51","51","51","0.01","0.01","0","0","0.00","0","0","0.0","0.122","0.000"
"1/21/24 1:15 AM","53","53","53","93","93","93","51","52","54","54","29.79","29.79","29.79","29.75","53","54","53","91","92","91","51","51","51","52","52","52","0","ESE","ESE","0.1","5","ESE","53","53","54","--","54","54","54","54","51","51","51","0.00","0.01","0","0","0.00","0","0","0.0","0.121","0.000"
"1/21/24 1:30 AM","53","53","53","93","93","93","51","52","54","54","29.79","29.79","29.79","29.76","53","54","53","91","91","91","51","51","51","52","52","52","1","ESE","E","0.2","4","ENE","53","53","54","--","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.120","0.000"
"1/21/24 1:45 AM","53","53","53","93","93","93","51","52","54","54","29.79","29.79","29.79","29.75","53","54","53","90","91","90","51","51","51","52","52","52","0","ESE","ESE","0.1","4","ESE","54","53","54","--","54","54","54","53","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.121","0.000"
"1/21/24 2:00 AM","53","53","53","93","93","93","51","52","53","54","29.80","29.80","29.79","29.76","54","54","53","90","90","90","51","51","50","52","52","52","1","E","E","0.2","4","SW","54","53","54","0.00","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.119","0.000"
"1/21/24 2:15 AM","53","53","53","93","93","93","51","52","53","54","29.80","29.80","29.80","29.76","54","54","54","89","90","89","51","51","51","52","52","52","1","ESE","SSE","0.2","6","SSW","54","54","54","--","54","54","54","54","52","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.117","0.000"
"1/21/24 2:30 AM","53","53","53","93","93","93","51","52","54","54","29.80","29.80","29.80","29.77","54","54","54","88","89","88","51","51","51","52","52","52","1","ESE","SSE","0.4","6","SSW","54","54","54","--","54","54","54","54","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.113","0.000"
"1/21/24 2:45 AM","53","53","53","93","93","93","51","52","54","54","29.80","29.80","29.80","29.76","54","54","54","88","88","88","51","51","51","52","52","52","1","E","SE","0.2","4","SSW","54","54","54","--","54","54","54","54","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.112","0.000"
"1/21/24 3:00 AM","53","53","53","93","93","93","51","52","54","54","29.80","29.80","29.80","29.76","54","54","54","89","89","88","51","51","51","52","52","52","1","SSW","SSE","0.2","4","S","54","54","54","0.00","54","54","54","54","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.113","0.000"
"1/21/24 3:15 AM","53","53","53","93","93","93","51","52","54","54","29.80","29.80","29.79","29.76","54","54","54","90","90","89","51","51","51","52","52","52","1","SSE","SSE","0.3","6","S","54","54","54","--","54","54","54","54","51","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.116","0.000"
"1/21/24 3:30 AM","53","53","53","93","93","93","51","52","54","54","29.79","29.80","29.79","29.76","54","54","53","91","92","91","51","51","51","52","52","52","1","ESE","SE","0.2","6","NNE","53","53","54","--","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.120","0.000"
"1/21/24 3:45 AM","53","53","53","93","93","93","51","52","53","54","29.79","29.79","29.79","29.75","53","53","53","92","92","92","51","51","51","52","52","52","0","E","E","0.1","4","ESE","53","53","54","--","54","54","54","54","51","51","51","0.00","0.00","0","0","0.00","0","0","0.0","0.122","0.000"
"1/21/24 4:00 AM","53","53","53","93","93","93","51","52","54","54","29.78","29.79","29.78","29.75","54","54","53","91","92","91","51","51","51","52","52","52","1","SE","SE","0.3","6","SSE","54","53","54","0.00","54","54","54","54","51","51","51","0.01","0.01","0","0","0.00","0","0","0.0","0.120","0.000"
"1/21/24 4:15 AM","53","53","53","93","93","93","51","52","54","54","29.78","29.78","29.78","29.75","54","54","54","90","91","90","51","51","51","52","52","52","1","ESE","SSE","0.2","7","E","54","54","54","--","54","54","54","54","51","51","51","0.00","0.01","0","0","0.00","0","0","0.0","0.118","0.000"
"1/21/24 4:30 AM","53","53","53","93","93","93","51","52","53","54","29.79","29.79","29.78","29.75","54","54","54","90","90","90","51","51","51","52","52","52","1","S","S","0.3","6","S","54","54","54","--","54","54","54","54","51","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.116","0.000"
"1/21/24 4:45 AM","53","53","53","93","93","93","51","52","53","54","29.79","29.79","29.78","29.75","54","54","54","90","90","90","51","51","51","52","52","52","1","S","SSE","0.3","7","SE","54","54","54","--","54","54","54","54","51","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.116","0.000"
"1/21/24 5:00 AM","53","53","53","93","93","93","51","52","53","54","29.79","29.79","29.78","29.75","54","54","54","89","90","89","51","51","51","52","52","52","1","S","SSE","0.3","6","SSW","54","54","54","0.00","54","54","54","54","52","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.114","0.000"
"1/21/24 5:15 AM","53","53","53","93","93","93","51","52","53","54","29.79","29.79","29.78","29.75","54","54","54","88","89","88","51","51","51","52","52","52","1","S","SSE","0.4","8","S","54","54","54","--","54","54","54","54","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.112","0.000"
"1/21/24 5:30 AM","53","53","53","93","93","93","51","52","54","54","29.78","29.79","29.78","29.75","54","54","54","88","88","88","51","51","51","52","52","52","1","S","SSE","0.1","5","SSE","54","54","54","--","54","54","54","54","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.112","0.000"
"1/21/24 5:45 AM","53","53","53","93","93","93","51","52","54","54","29.78","29.78","29.78","29.74","54","54","54","88","88","88","51","51","51","52","52","52","0","SE","SE","0.1","3","ESE","54","54","54","--","54","54","54","54","51","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.113","0.000"
"1/21/24 6:00 AM","53","53","53","93","93","93","51","52","54","54","29.78","29.78","29.78","29.74","54","54","54","88","88","88","51","51","51","52","52","52","1","E","ESE","0.2","3","E","54","54","54","0.00","54","54","54","54","52","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.113","0.000"
"1/21/24 6:15 AM","53","53","53","93","93","93","51","52","53","54","29.78","29.78","29.78","29.74","54","54","54","88","88","88","51","51","50","52","52","52","0","ESE","ESE","0.1","4","ESE","54","54","54","--","54","54","54","54","51","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.114","0.000"
"1/21/24 6:30 AM","53","53","53","93","93","93","51","52","53","54","29.79","29.79","29.78","29.75","54","54","54","87","88","87","50","51","50","52","52","52","1","E","ESE","0.2","5","ENE","54","54","54","--","54","54","54","54","52","52","51","0.00","0.00","0","0","0.00","0","0","0.0","0.113","0.000"
"1/21/24 6:45 AM","53","53","53","93","93","93","51","52","54","54","29.80","29.80","29.79","29.76","54","54","54","87","87","87","51","51","50","52","52","52","1","ESE","ESE","0.2","5","E","54","54","54","--","54","54","54","54","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.111","0.000"
"1/21/24 7:00 AM","53","53","53","92","93","92","51","52","54","54","29.80","29.80","29.80","29.77","54","54","54","87","87","87","51","51","50","52","52","52","0","ESE","E","0.1","3","E","54","54","54","0.00","54","54","54","54","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.110","0.000"
"1/21/24 7:15 AM","53","53","53","92","92","92","51","52","54","54","29.81","29.81","29.80","29.77","54","55","54","86","87","86","50","51","50","52","52","52","0","E","E","0.1","4","E","54","54","54","--","54","54","54","54","52","52","52","0.00","0.00","0","0","0.00","0","0","0.0","0.110","0.000"
"1/21/24 7:30 AM","53","53","53","92","92","92","51","52","54","54","29.80","29.81","29.80","29.76","54","55","54","86","86","86","50","51","50","52","52","52","1","ESE","E","0.2","9","ESE","54","54","54","--","54","54","54","54","52","52","52","0.00","0.00","4","9","0.08","0","0","0.0","0.109","0.000"
"1/21/24 7:45 AM","53","53","53","92","92","92","51","52","54","54","29.79","29.80","29.79","29.76","55","55","54","84","86","84","50","50","50","52","52","52","1","SE","ESE","0.2","4","SE","55","54","55","--","55","55","55","54","52","52","52","0.00","0.00","22","28","0.47","0","0","0.0","0.108","0.000"
"1/21/24 8:00 AM","54","54","53","92","92","92","51","52","54","54","29.80","29.80","29.80","29.76","55","55","55","84","84","84","50","51","50","53","53","52","1","ESE","E","0.2","5","ENE","55","55","55","0.00","55","55","55","55","53","53","52","0.00","0.00","46","63","0.99","0","0","0.0","0.102","0.000"
"1/21/24 8:15 AM","54","54","54","92","92","92","51","52","54","54","29.80","29.80","29.80","29.76","56","56","55","84","84","83","51","51","50","53","53","53","1","E","ENE","0.2","5","E","56","55","56","--","56","56","56","55","53","53","53","0.00","0.00","67","77","1.45","0","0","0.0","0.099","0.000"
"1/21/24 8:30 AM","54","54","54","91","92","91","52","52","54","54","29.81","29.81","29.80","29.77","56","56","56","83","84","82","51","51","51","53","53","53","1","ESE","SSE","0.3","5","S","56","56","56","--","56","56","56","56","53","53","53","0.00","0.00","61","69","1.31","0","0","0.0","0.095","0.000"
"1/21/24 8:45 AM","54","54","54","91","92","91","52","53","54","54","29.82","29.82","29.81","29.78","56","56","56","83","83","82","51","51","51","53","53","53","2","ESE","ESE","0.4","7","SSE","56","56","56","--","56","56","56","56","54","54","53","0.00","0.00","85","98","1.83","0","0","0.0","0.094","0.000"
"1/21/24 9:00 AM","54","54","54","91","91","91","52","53","54","54","29.82","29.83","29.82","29.79","56","56","56","83","84","83","51","51","51","53","53","53","1","SE","SE","0.4","9","SE","56","56","56","0.00","56","56","56","56","53","54","53","0.00","0.00","59","81","1.26","0","1","0.0","0.094","0.000"
"1/21/24 9:15 AM","55","55","54","92","92","91","53","54","55","55","29.83","29.83","29.82","29.79","56","56","56","83","84","83","51","51","51","53","53","53","1","ESE","ESE","0.3","9","SSW","56","56","56","--","56","56","56","56","54","54","53","0.00","0.00","103","118","2.21","1","1","0.1","0.094","0.000"
"1/21/24 9:30 AM","56","56","55","92","92","92","53","54","56","56","29.83","29.83","29.83","29.79","56","56","56","83","84","83","51","51","51","54","54","53","2","ESE","ESE","0.5","9","E","56","56","56","--","56","56","56","56","55","55","54","0.00","0.00","124","181","2.66","1","1","0.1","0.092","0.000"
"1/21/24 9:45 AM","56","56","56","91","92","91","54","55","56","56","29.83","29.83","29.83","29.80","57","57","56","83","84","82","52","52","51","54","54","54","1","ESE","SE","0.3","8","E","57","56","57","--","57","57","57","56","55","55","55","0.00","0.00","150","185","3.24","1","1","0.1","0.088","0.000"
"1/21/24 10:00 AM","57","57","56","90","91","90","54","55","57","57","29.83","29.83","29.83","29.79","57","57","57","81","83","81","51","52","51","54","54","54","2","SE","SE","0.4","9","SSE","57","57","57","0.00","57","57","57","56","55","55","54","0.00","0.00","123","142","2.65","1","1","0.1","0.084","0.000"
"1/21/24 10:15 AM","57","57","57","90","90","90","54","55","57","57","29.83","29.83","29.83","29.79","58","58","57","80","82","80","52","52","51","55","55","54","2","ESE","SE","0.4","10","SE","58","57","58","--","58","58","58","57","58","59","55","0.00","0.00","256","313","5.50","2","2","0.2","0.077","0.000"
"1/21/24 10:30 AM","57","57","57","89","90","89","54","55","57","57","29.82","29.83","29.82","29.79","59","59","58","79","80","78","52","53","52","55","55","54","2","S","SSE","0.4","9","SE","59","58","59","--","59","59","59","58","62","70","58","0.00","0.00","376","578","8.08","2","3","0.2","0.066","0.000"
"1/21/24 10:45 AM","58","58","57","89","89","89","54","56","58","58","29.82","29.82","29.82","29.78","59","59","59","77","79","77","52","52","52","55","55","55","3","SSE","SSE","0.6","12","S","59","59","59","--","59","59","59","58","58","62","56","0.00","0.00","229","397","4.92","2","2","0.2","0.063","0.000"
"1/21/24 11:00 AM","58","58","58","88","89","88","55","56","58","58","29.82","29.82","29.82","29.79","60","60","59","75","78","75","52","53","52","56","56","55","2","SE","SSE","0.5","11","SSE","60","59","60","0.01","60","60","60","59","59","69","58","0.00","0.00","329","566","7.08","2","3","0.3","0.052","0.000"
"1/21/24 11:15 AM","58","58","58","88","88","88","55","56","58","58","29.82","29.83","29.82","29.78","60","61","60","74","76","73","52","53","52","56","56","55","3","SE","SE","0.7","13","SSE","61","60","60","--","60","60","60","60","59","59","58","0.00","0.00","209","255","4.50","2","2","0.2","0.048","0.000"
"1/21/24 11:30 AM","59","59","58","87","88","87","55","56","59","59","29.82","29.82","29.82","29.78","61","61","61","74","75","72","52","53","52","56","56","56","3","S","SSE","0.7","11","SSE","61","61","61","--","61","61","61","60","59","60","59","0.00","0.00","238","297","5.13","2","2","0.2","0.040","0.000"
"1/21/24 11:45 AM","59","59","59","87","87","87","55","57","59","59","29.81","29.82","29.81","29.78","61","61","60","73","74","73","52","52","52","56","56","56","4","S","S","0.9","14","SSE","61","60","60","--","60","60","60","60","59","59","58","0.00","0.00","194","250","4.17","2","2","0.2","0.044","0.000"
"1/21/24 12:00 PM","59","59","59","86","87","86","55","57","59","59","29.81","29.81","29.81","29.77","61","61","61","74","75","72","52","53","52","56","56","56","3","SSE","SSE","0.8","14","S","61","61","60","0.01","61","60","61","60","59","60","59","0.00","0.00","202","221","4.35","2","2","0.2","0.043","0.000"
"1/21/24 12:15 PM","59","59","59","86","86","86","55","57","59","59","29.80","29.81","29.80","29.76","61","61","61","74","74","73","52","53","52","56","56","56","4","S","S","0.9","12","SSE","61","61","60","--","60","60","60","60","59","59","59","0.00","0.00","211","229","4.53","2","2","0.2","0.043","0.000"
"1/21/24 12:30 PM","60","60","59","86","86","86","55","57","60","60","29.79","29.79","29.79","29.75","61","61","61","73","74","72","53","53","52","56","56","56","4","S","SSE","0.9","12","SSE","61","61","61","--","61","61","61","61","59","60","59","0.00","0.00","197","262","4.25","2","2","0.2","0.039","0.000"
"1/21/24 12:45 PM","60","60","60","85","86","85","56","57","60","60","29.79","29.79","29.79","29.75","61","61","61","73","74","73","52","53","52","56","56","56","4","S","SSE","0.9","11","S","61","61","61","--","61","61","61","61","59","59","59","0.00","0.00","129","141","2.77","1","1","0.1","0.040","0.000"
"1/21/24 1:00 PM","60","60","60","85","85","85","56","57","60","60","29.79","29.80","29.79","29.76","61","61","61","73","74","73","52","53","52","56","56","56","3","S","S","0.8","12","SSE","61","61","61","0.00","61","61","61","61","59","59","59","0.00","0.00","125","139","2.68","1","1","0.1","0.040","0.000"
"1/21/24 1:15 PM","60","60","60","84","85","84","56","57","60","60","29.79","29.80","29.79","29.75","61","61","61","73","74","73","52","53","52","56","56","56","3","S","S","0.7","10","SSE","61","61","61","--","61","61","61","60","59","59","59","0.00","0.00","105","151","2.25","1","1","0.1","0.040","0.000"
"1/21/24 1:30 PM","60","60","60","84","84","84","56","57","60","60","29.78","29.79","29.78","29.74","61","61","61","74","74","73","53","53","52","56","56","56","3","SSE","SSE","0.7","12","SSW","61","61","61","--","61","61","61","61","59","59","59","0.00","0.00","116","148","2.49","1","1","0.1","0.039","0.000"
"1/21/24 1:45 PM","60","60","60","84","84","84","56","58","60","60","29.76","29.78","29.76","29.72","62","62","61","73","74","72","53","54","53","57","57","56","2","SE","SE","0.4","6","S","62","61","61","--","62","61","62","61","60","61","59","0.00","0.00","188","267","4.05","2","2","0.2","0.034","0.000"
"1/21/24 2:00 PM","61","61","60","84","84","84","56","58","61","61","29.76","29.76","29.75","29.72","62","62","62","73","75","73","53","54","53","57","57","57","2","SE","SSE","0.5","10","ESE","62","62","61","0.00","62","61","62","61","59","60","59","0.00","0.00","106","132","2.28","1","1","0.1","0.033","0.000"
"1/21/24 2:15 PM","61","61","60","83","84","83","56","58","61","61","29.75","29.76","29.75","29.71","62","62","62","74","74","73","53","53","53","57","57","56","2","SSE","SSE","0.6","10","S","62","62","61","--","61","61","61","61","59","59","59","0.00","0.00","79","98","1.69","1","1","0.1","0.036","0.000"
"1/21/24 2:30 PM","61","61","61","83","83","83","55","58","61","61","29.75","29.75","29.75","29.71","62","62","61","74","74","73","53","53","53","57","57","56","3","SE","SSE","0.7","13","SSE","62","61","61","--","61","61","61","61","59","59","59","0.00","0.00","87","95","1.87","1","1","0.1","0.037","0.000"
"1/21/24 2:45 PM","61","61","61","83","83","83","55","58","61","61","29.75","29.75","29.74","29.71","62","62","62","74","74","73","53","53","53","57","57","56","2","S","S","0.5","11","SE","62","62","61","--","61","61","61","61","59","59","59","0.00","0.00","61","76","1.31","0","0","0.0","0.036","0.000"
"1/21/24 3:00 PM","61","61","60","83","83","83","55","58","61","61","29.74","29.75","29.74","29.71","62","62","62","74","76","74","53","54","53","57","57","57","2","S","SSE","0.5","10","S","62","62","61","0.00","61","61","61","61","59","59","59","0.00","0.00","85","121","1.84","1","1","0.1","0.036","0.000"
"1/21/24 3:15 PM","61","61","60","83","83","83","55","57","61","61","29.74","29.74","29.74","29.70","62","62","62","74","74","73","53","53","53","57","57","56","2","SE","SSE","0.4","10","SSE","62","62","61","--","61","61","61","61","59","59","59","0.00","0.00","53","70","1.15","0","1","0.0","0.036","0.000"
"1/21/24 3:30 PM","60","61","60","82","83","82","55","57","60","61","29.73","29.74","29.73","29.70","61","62","61","74","75","73","53","53","53","56","57","56","3","SE","SSE","0.8","14","S","61","61","61","--","61","61","61","61","59","59","59","0.00","0.00","45","53","0.96","0","0","0.0","0.037","0.000"
"1/21/24 3:45 PM","60","60","60","82","82","82","55","57","60","60","29.73","29.74","29.73","29.69","61","61","61","73","74","73","53","53","53","56","56","56","3","S","SSE","0.8","12","SSE","61","61","61","--","61","61","61","61","59","59","59","0.00","0.00","52","67","1.12","0","0","0.0","0.039","0.000"
"1/21/24 4:00 PM","60","60","60","82","82","82","55","57","60","60","29.74","29.74","29.73","29.70","61","61","61","74","74","73","53","53","53","56","56","56","3","S","SSE","0.6","11","S","61","61","61","0.00","61","61","61","61","59","59","59","0.00","0.00","63","81","1.35","0","0","0.0","0.038","0.000"
"1/21/24 4:15 PM","60","60","60","82","82","82","55","57","60","60","29.74","29.74","29.73","29.70","61","61","61","74","75","74","53","53","53","56","57","56","2","SE","S","0.6","12","S","61","61","61","--","61","61","61","61","59","59","59","0.00","0.00","43","60","0.93","0","0","0.0","0.038","0.000"
"1/21/24 4:30 PM","60","60","60","82","82","82","55","57","60","60","29.74","29.74","29.74","29.70","61","61","61","75","75","74","53","53","53","56","56","56","4","S","S","1.0","12","S","61","61","61","--","61","61","61","61","58","59","58","0.00","0.00","23","33","0.50","0","0","0.0","0.040","0.000"
"1/21/24 4:45 PM","60","60","60","82","82","82","55","57","60","60","29.74","29.74","29.74","29.70","61","61","61","74","75","74","53","53","53","56","56","56","5","S","S","1.2","17","S","61","61","61","--","61","61","61","61","58","58","58","0.00","0.00","16","21","0.34","0","0","0.0","0.041","0.000"
"1/21/24 5:00 PM","60","60","60","82","82","82","54","57","60","60","29.74","29.75","29.74","29.70","61","61","61","76","76","75","53","53","53","56","56","56","3","SSE","SSE","0.8","12","SSE","61","61","60","0.00","61","60","61","60","58","58","58","0.00","0.00","10","16","0.21","0","0","0.0","0.043","0.000"
"1/21/24 5:15 PM","59","60","59","82","82","81","53","56","59","60","29.74","29.75","29.74","29.71","60","61","60","77","77","76","53","53","53","56","56","56","4","S","S","0.9","13","S","60","60","60","--","60","60","60","60","58","58","58","0.00","0.00","4","7","0.08","0","0","0.0","0.047","0.000"
"1/21/24 5:30 PM","58","59","58","83","83","82","53","55","58","59","29.74","29.75","29.74","29.70","60","60","60","78","78","77","53","53","53","56","56","56","4","S","S","1.0","13","S","60","60","60","--","60","60","60","60","58","58","58","0.00","0.00","0","0","0.00","0","0","0.0","0.049","0.000"
"1/21/24 5:45 PM","58","58","58","83","83","83","53","55","58","58","29.74","29.74","29.74","29.70","60","60","60","78","78","78","53","53","53","56","56","56","3","SSE","S","0.6","9","SE","60","60","60","--","60","60","60","60","57","58","57","0.00","0.00","0","0","0.00","0","0","0.0","0.050","0.000"
"1/21/24 6:00 PM","58","58","58","84","84","83","53","55","58","58","29.73","29.74","29.73","29.69","60","60","60","79","79","78","53","53","53","56","56","56","1","SSE","S","0.4","6","SSE","60","60","60","0.00","60","60","60","59","57","57","57","0.00","0.00","0","0","0.00","0","0","0.0","0.054","0.000"
"1/21/24 6:15 PM","58","58","58","84","84","84","53","55","57","58","29.74","29.74","29.73","29.70","60","60","60","79","79","79","53","53","53","56","56","56","2","S","S","0.4","7","SSE","60","60","60","--","60","60","60","59","57","57","57","0.00","0.00","0","0","0.00","0","0","0.0","0.054","0.000"
"1/21/24 6:30 PM","58","58","57","85","85","84","53","55","57","58","29.74","29.74","29.74","29.70","59","60","58","85","85","80","54","54","53","55","56","55","1","SW","SSW","0.3","6","SW","58","58","58","--","60","58","60","58","56","57","56","0.02","0.23","0","0","0.00","0","0","0.0","0.060","0.000"
"1/21/24 6:45 PM","57","57","57","86","86","85","53","55","57","57","29.74","29.75","29.74","29.70","58","58","57","88","88","86","54","54","54","55","56","55","1","SSW","SSW","0.3","5","SW","57","57","57","--","58","57","58","57","54","56","54","0.04","0.24","0","0","0.00","0","0","0.0","0.079","0.000"
"1/21/24 7:00 PM","57","57","57","87","87","86","53","54","57","57","29.73","29.74","29.73","29.70","57","57","57","89","89","88","54","54","54","55","55","55","0","SSE","SSE","0.1","5","SSW","57","57","57","0.00","57","57","57","57","54","54","54","0.03","0.16","0","0","0.00","0","0","0.0","0.084","0.000"
"1/21/24 7:15 PM","57","57","57","87","87","87","53","54","56","57","29.73","29.73","29.73","29.69","57","57","57","90","90","90","54","54","54","55","55","55","1","SSE","S","0.1","5","SSE","57","57","57","--","57","57","57","57","54","54","54","0.02","0.16","0","0","0.00","0","0","0.0","0.087","0.000"
"1/21/24 7:30 PM","56","57","56","88","88","87","53","54","56","57","29.70","29.73","29.70","29.67","57","57","56","91","91","89","54","54","54","55","55","55","0","SE","SSE","0.1","5","SE","56","56","56","--","57","56","57","56","54","54","54","0.01","0.11","0","0","0.00","0","0","0.0","0.086","0.000"
"1/21/24 7:45 PM","56","56","56","89","89","88","53","54","56","56","29.70","29.71","29.70","29.66","56","57","56","91","92","91","54","54","54","55","55","55","0","ENE","ENE","0.0","3","E","56","56","57","--","57","57","57","56","54","54","54","0.00","0.07","0","0","0.00","0","0","0.0","0.089","0.000"
